date,subject,speaker,party,text
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Dat wetgevingsoverleg komt nog
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Ouwehand,PvdD,"Dat wetgevingsoverleg komt nog. De minister zei zojuist: ik kom met een nota van wijziging. Maar die hebben we al. De minister stelt het volgende voor. Ik hoor graag of hij dat bevestigt. De Tweede Kamer en de Eerste Kamer hebben nadrukkelijk gezegd dat deze wet over de bescherming van dieren gaat en dat in die wet dus moet staan dat dieren eindelijk een keer beschermd worden. De nota van wijziging van de minister houdt in dat dat weer uit de wet gaat en dat het weer volgens de oude systematiek gaat, namelijk met een algemene maatregel van bestuur. Ik hoor: ""Gelooft u mij nou maar. Er komen plannen om dieren daadwerkelijk te beschermen, maar het staat niet meer in de wet."" Dat is wat de minister heeft voorgesteld, toch? Die nota van wijziging hebben we al. Ik zou de minister graag horen bevestigen dat hij, wat daadwerkelijk zou worden opgenomen in de wet, namelijk dat dieren geen dingen zijn, dat je ze beschermt en dat het niet ethisch is om ze pijn te laten lijden als dat niet hoeft, eruit heeft gehaald"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Die nota van wijziging geeft aan dat we inderdaad komen met algemene maatregelen van bestuur waarin we zeer concretiseren wat de maatregelen zullen zijn die toegepast gaan worden in de verschillende sectoren. Dat heeft dan dezelfde status als wetgeving. Dus dat gaan we wel degelijk regelen. Maar als wij met het huidige amendement zouden doorgaan, dan is niet duidelijk wat de interpretatie daarvan is. Het is niet duidelijk hoe we het amendement-Vestering dan moeten gaan interpreteren. Met die algemene maatregel van bestuur, met daarin ook concrete maatregelen, vullen we als het ware het amendement-Vestering. Dat is de route die we kiezen op dit moment. Dat doen we inderdaad met die wetswijziging. En ik denk dat dat een prima route is"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Graus,PVV,"Ook in dit geval — mijn collega Nijhof-Leeuw heeft het al een paar keer gevraagd, en ik ook — willen wij in de voorbereiding heel graag Farmers Defence Force betrokken hebben. Ik zal uitleggen waarom. Ik draai hier al zeventien jaar, dadelijk bijna achttien jaar, mee. Ik heb gemerkt dat LTO ook wel wat wil doen op dierenwelzijn, net als bijvoorbeeld de POV en andere, maar dat er weinig gebeurt. Farmers Defence Force heeft concrete voorstellen gedaan, waarmee ze ook tegemoet willen komen aan dierenwelzijnseisen die ik graag namens de PVV wil opleggen. Maar ze worden nergens aan tafel gevraagd of bij betrokken. Neem het karkassenvervoer, maar ook andere zaken zoals Farmer Friendly. We kunnen tientallen voorbeelden opnoemen. Dus ik krijg graag de toezegging ... Ik wil net als de minister graag dat boeren hierbij betrokken raken, maar betrek dan ook FDF — al zijn het rebellen, zoals Sjors van de Rebellenclub en weet ik wat allemaal — erbij, want wat dierenwelzijn betreft hebben ze tot nu toe de beste ideeën van de boerenorganisaties"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Dat is een conclusie die ik aan de heer Graus laat, omdat de heer Graus niet weet welke gesprekken er aan de convenanttafel gevoerd zijn en welke ideeën daar op tafel hebben gelegen. Want daar hebben heel vergaande ideeën op tafel gelegen. Die zijn er in principe nog steeds, mits er ruimte komt om het te gaan implementeren op een ordentelijke manier. Ik bestrijd dat Farmers Defence Force het alleenrecht op dierwaardigheid zou hebben. Dat geldt ook voor andere partijen. Zoals u weet zitten we met een aantal partijen aan tafel waarmee wordt gesproken. We kunnen ook niet iedereen aan tafel hebben. Farmers Defence Force is altijd in de gelegenheid om ideeën bij de tafel aan te bieden. Dat is geen enkel probleem; er zijn meer partijen die dat hebben gedaan. Dus die ruimte hebben ze altijd. Maar we hebben met elkaar dit convenanttraject afgesproken, met deze partijen, en daartoe beperken we het wat mij betreft ook"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Graus,PVV,"We moeten oppassen dat we niet iedere keer iemand iets in de schoenen schuiven. Ik heb het daar helemaal niet over gehad. Ik heb ook niet gezegd dat ik het alleenrecht op een dierwaardige veehouderij heb. Ik heb dat allemaal niet gezegd. Ik heb ook helemaal niet gezegd dat Farmers Defence Force dat alleenrecht heeft. Ik zeg alleen dat er tot nu toe — en ik draai al zeventien jaar mee; ik behoor met een paar anderen tot de drie langstzittende Kamerledenhier in de Staten-Generaal, dus ik heb wel enige ervaringsdeskundigheid — nooit een organisatie is geweest die zo met mij heeft meegedacht als dierenvriend en dierenambassadeur als die jongens. Wat is nou het probleem? Is dat omdat wij ze aan tafel vragen? Het is de tweede grootste organisatie van Nederland. Ze vertegenwoordigen heel veel boeren. Wat is nou het probleem? Is dat omdat het, net als bij de dierenpolitie waar het ook allemaal genaaid werd, bij de PVV vandaan komt? Of gaan we gewoon zaken doen en naar de feiten kijken? Daar gaat het om. Ik heb ook niet eens wat negatiefs over die organisaties gezegd. Dus de minister moet wel goed luisteren"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ik luister altijd naar u, meneer Graus, omdat u zoals gisteren buitengewoon boeiende betogen houdt, waar ik ook respect voor heb. Dat weet u ook. Dat blijft ook zo, juist ook vanwege de gemeenschappelijke noemer waar we het weleens over gehad hebben. Maar de heer Graus heeft wel een waardeoordeel over de andere partijen gegeven. Hij heeft gezegd dat de club Farmers Defence Force veel verder wil gaan dan andere partijen zoals LTO. Nogmaals, de heer Graus heeft niet aan tafel gezeten bij de convenantoverleggen. Ik heb daarover voorstellen voorbij zien komen van partijen. Dat zijn de sectorpartijen, zoals LTO, Nijk en Caring Farmers. Zij komen echt met hele mooie voorstellen om te komen tot een meer dierwaardige veehouderij. Dat onderschrijf ik van harte. Juist ook vanuit het principe van rentmeesterschap vind ik het buitengewoon belangrijk dat we dat doen. Maar dat is op dit moment niet opportuun. Overigens ligt de convenantstafel op dit moment ook stil. Dus we gaan kijken hoe dat straks verder gaat lopen. Ik kan u verzekeren dat we — als overheid, en ik als minister — straks, als het aankomt op de behandeling van het AMvB en het wetgevingstraject in de Kamer en de latere invulling van AMvB's, maatregelen zullen laten zien die u zeer zullen aanspreken en die echt wel verstrekkend zijn. Dus wat dat betreft moet u zich geen zorgen maken … Sorry, voorzitter: hoeft de heer Graus zich wat mij betreft geen zorgen te maken. En nogmaals, Farmers Defence Force heeft alle ruimte om eigen ideeën aan te dragen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Nijhof-Leeuw,PVV,"Ik spendeer hier toch een interruptie aan. Ik neem aan dat de minister het met mij eens is dat je draagvlak creëert door in gesprek te gaan. Ik begrijp echt niet wat het probleem is om gewoon met een organisatie die zo veel mensen vertegenwoordigt, om de tafel te gaan. Ik begrijp dat gewoon niet. Ze zijn niet subsidiegedreven en staan alleen voor de sector. Ik zou dus heel graag horen of de minister het met mij eens is dat je draagvlak creëert door geen mensen uit te sluiten"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"De suggestie dat ik dit niet zou willen vanwege de partij die het vraagt, werp ik ver van mij. Laat daar geen misverstand over bestaan. Dat is één. Punt twee. Ook clubs als Nijk krijgen geen subsidie. Het zijn allemaal zelfstandige clubs die met leden werken. Dat geldt ook voor LTO. Al die clubs opereren zelfstandig. Dat geldt bijvoorbeeld ook voor de POV, als het gaat om de varkens. Het zijn allemaal zelfstandige organisaties die hun bijdrage leveren. En nogmaals, we gaan op dit moment de tafel niet uitbreiden. En nog-maals, Farmers Defence Force heeft altijd de gelegenheid om ideeën aan te dragen bij de convenantstafel"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,De minister vervolgt zijn betoog
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Dan heb ik een vraag van de Partij voor de Dieren over dieren met groeistoornissen. De vraag was wat ik ga doen aan de invoer van dieren met groeistoornissen. Ik vind het niet kunnen dat voor het gerief van mensen wij op een manier fokken met dieren waardoor zij pijn lijden, last hebben, alleen maar omdat wij het leuk vinden. We blijven bij de uitgangspunten die behelzen: zoals het bedoeld is met dieren. Wat dat betreft ben ik heel hard bezig wat betreft doorgefokte dieren. Het gaat soms om bijtgrage dieren, die daarop doorgefokt zijn, maar ook om dieren met lichamelijke kenmerken, zoals vouwoorkatten — dat zijn de Scottish Fold-katten — en kortsnuitige honden, die daar echt last van hebben. We zorgen niet alleen voor een importverbod, maar zelfs voor een houdverbod. Ook als je een dier wilt importeren, moet je het houden. En dat mag dus niet. Dus met een houdverbod wordt ook het importeren van katten met bijvoorbeeld vouwoortjes en dieren met groeistoornissen verboden. Dan de vraag over de import van kalfjes uit Ierland. We hebben in Nederland een uitgebreide kalversector. Er wordt veel geïmporteerd vanuit het buitenland. Dat zie ik ook. En toch is een kalversector nodig voor een goede, stabiele, rendabele rundveehouderij. We kunnen ons afvragen of het moet op de manier zoals het nu gebeurt. Ik zeg niet dat we er morgen mee moeten stoppen. Geenszins, maar kijk naar onze inzet op het gebied van bijvoorbeeld langeafstandtransporten en systemen die in balans zijn. In het landbouwakkoord hebben we afgesproken dat we de kalversector in balans brengen met de rundveehouderij. Dat lukt ook niet van vandaag op morgen, maar het is wel een doel op de lange termijn om er op die manier voor te zorgen dat we in de toekomst met de import van kalveren gaan stoppen. De vraag is of ik op dit moment als minister ruimte heb om dat te gaan doen. Die ruimte heb ik niet. Het enige wat ik kan — en dat doe ik ook — is op Europees niveau pleiten voor het tegengaan van transporten met een afstand van langer dan acht uur, zoals u weet. Ik moet zeggen dat ik vind dat de Europese Commissie wel iets meer ambitie had mogen tonen in haar voorstellen; u hebt het BNC-fiche ontvangen. Ik vind de voorstellen wel wat tegenvallen, eerlijk gezegd. Wij willen graag dat de vervoerstijden worden bekort tot acht uur. Op dit moment laat de Europese verordening dat niet toe. Wij hebben als lidstaat binnen die verordening ook geen ruimte om daar strengere eisen op te stellen. We kunnen het transport, ook van gespeende kalveren, vanuit alle lidstaten naar Nederland op nationaal niveau niet verbieden of stoppen, want je hebt met een interne markt te maken. Het moet dus echt komen vanuit de ontwikkeling van de Transportverordening. Nogmaals, wij zetten in op die acht uur en dat heeft grote consequenties voor de langeafstandsimport van kalveren"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Tjeerd de Groot,D66,"In de gehele inbreng van de minister wordt de toestand in de wereld becommentarieerd. Dat zei mevrouw Bromet netook al. Maar u bent de minister van LNV, heb ik net opgezocht. U bent een machtig man"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"Nou, de minister is een machtig man"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Tjeerd de Groot,D66,"De minister is een machtig man, voorzitter. Dat is echt waar. Hij kan dus — het is niet te geloven — wetten maken, beleid maken en keuzes maken. Maar ik heb nog niets gehoord wat in die richting gaat. Als er dan een keuze voorligt, zoals bij de kalverhouderij, waar echt Kamerbreed een mandaat voor bestond en bestaat, dan zou ik zeggen: minister, ga uw gang, ga dat gewoon doen en zorg ervoor dat de kalverhouderij wordt gericht op de Nederlandse kalveren. Vaak krijgen Nederlandse melkveehouders een lager bedrag vanwege die kalveren uit het buitenland en ondertussen staan de VanDrie Group en een paar anderen in de Quote 500. Dat gaat allemaal ten koste van de Nederlandse melkveehouders. Iedereen wil hier een einde aan maken! Er zijn mogelijkheden om dat te doen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,En uw vraag is
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Tjeerd de Groot,D66,"Mijn vraag aan de minister is: gaat u echt wachten op een mandaat, of gaat u dit gewoon voorbereiden en doen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Het gaat hier over de import van kalfjes uit Ierland. Dat is denk ik het punt waar het knelt. Als ik met mensen spreek, vragen zij ook: waarom moeten al die kalveren geïmporteerd en in Nederland verwerkt worden? Overigens wordt ook nog weer 90% van de kalveren geëxporteerd. Dat is eigenlijk wel raar, ook als je dit in het kader van het stikstofbeleid bekijkt. Heel veel bedrijven stoten stikstof uit en daar heeft de rundveehouderij ook nog last van. Dat komt er dus nog bij. Maar nogmaals, ik kan alleen op Europees niveau zorgen dat de import stopt als wij de Transportverordening aanpassen op Europees niveau en we naar die maximaal acht uur gaan. Ik kan daaroverheen geen extra maatregelen nemen, tenzij je naar structuurmaatregelen in de sector gaat. Ik begrijp wel wat de heer De Groot zegt, maar het is echt aan het volgende kabinet om daarvoor met maatregelen te komen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Tjeerd de Groot,D66,"De minister geeft zelf het antwoord al: het gaat om structuurmaatregelen. U kunt dierrechten introduceren voor alleen de Nederlandse kalveren van Nederlandse melkveehouders. Heel simpel. Op die manier kunt u dit gewoon doen. En er zijn talloze andere manieren, maar het gaat erom dat u het gaat doen en voorbereidt, in plaats van alleen maar de toestand in de wereld te becommentariëren, want dat vind ik echt een affront. We zitten hier onze tijd te verdoen"
